4/27/2023,10:33:34,0,440,2.15,8.62,68.3,83.2,98.5,98.5,9.66,72.9,0.04,82,0.26,0.22,53,11.18,0,7.78,-86.5,16.263,38.8936,-91.73772,245.3,0,12,739
4/27/2023,10:33:35,0,440,2.47,9.91,68.4,83.3,98.6,98.6,9.68,73.2,0.04,82.1,0.36,0.32,53,11,0,7.78,-86.4,16.222,38.8936,-91.73772,245.3,0,12,738.9
4/27/2023,10:33:36,0,440,2.56,10.26,68.4,83.3,98.5,98.5,9.68,73.3,0.04,82.2,0.42,0.38,53,10.72,0,7.78,-86.4,16.194,38.8936,-91.73772,245.2,0,12,739
4/27/2023,10:33:37,0,440,2.79,11.21,68.3,83.4,98.2,98.2,9.65,73.5,0.04,82.2,0.42,0.38,53,10.98,0,7.78,-86.4,16.103,38.8936,-91.73772,245.2,0,12,738.9
4/27/2023,10:33:38,0,440,3.18,12.78,68.1,83.5,97.9,97.9,9.65,73.8,0.04,82.3,0.45,0.41,54,11.05,0,7.78,-86.5,15.928,38.89361,-91.73772,245.3,0,12,738.9
4/27/2023,10:33:39,0,440,3.47,13.95,67.9,83.5,98.2,98.2,9.71,74,0.04,82.3,0.46,0.42,53,11.01,0,7.78,-86.5,15.864,38.8936,-91.73772,245.3,0,12,739
4/27/2023,10:33:40,0,440,3.81,15.34,67.8,83.4,98.2,98.2,9.72,74.3,0.04,82.2,0.49,0.46,53,11.05,0,7.78,-86.5,15.831,38.8936,-91.73772,245.2,0,12,739
4/27/2023,10:33:41,0,440,4.21,16.95,67.7,83.7,97.7,97.7,9.68,74.7,0.04,82.5,0.59,0.55,54,11.13,0,7.79,-86.5,15.569,38.8936,-91.73772,245.2,0,12,739
4/27/2023,10:33:42,0,440,4.59,18.5,67.5,84,97.3,97.3,9.7,75,0.04,82.8,0.66,0.62,54,11.42,0,7.79,-86.6,15.324,38.8936,-91.73772,245.4,0,12,739
4/27/2023,10:33:43,0,440,4.79,19.29,67,84.1,97.1,97.1,9.75,75.4,0.04,82.8,0.71,0.67,54,11.39,0,7.79,-86.8,14.969,38.8936,-91.73772,245.6,0,12,739.1
4/27/2023,10:33:44,0,440,4.78,19.23,66.8,84.3,97.2,97.2,9.82,75.7,0.04,83,0.72,0.68,54,11.28,0,7.8,-87.1,14.781,38.8936,-91.73772,245.5,0,12,738.9
4/27/2023,10:33:45,0,440,4.73,19.04,66.6,84.3,97.8,97.8,9.92,75.9,0.04,83,0.7,0.66,54,11.3,0,7.8,-87.3,14.62,38.8936,-91.73772,245.6,0,12,738.9
4/27/2023,10:33:46,0,440,4.84,19.5,66,84.2,97.8,97.8,9.97,76.2,0.04,82.9,0.76,0.73,54,11.36,0,7.81,-87.6,14.338,38.8936,-91.73772,245.7,0,12,738.9
4/27/2023,10:33:47,0,440,5.19,20.92,65.5,84,98.3,98.3,10.09,76.4,0.04,82.7,0.82,0.79,54,11.47,0,7.81,-87.7,14.102,38.8936,-91.73772,245.6,0,12,739
4/27/2023,10:33:48,0,440,5.51,22.19,64.9,83.5,98.7,98.7,10.16,76.7,0.04,82.2,0.89,0.85,53,11.5,0,7.81,-87.9,14.004,38.8936,-91.73772,245.7,0,12,738.9
4/27/2023,10:33:49,0,440,5.99,24.15,64.2,83.1,98.5,98.5,10.16,77,0.04,81.7,1.03,1,53,11.63,0,7.82,-88.1,13.707,38.8936,-91.73772,245.7,0,12,738.9
4/27/2023,10:33:50,0,440,6.85,27.6,63.7,83.3,97.5,97.5,10.14,77.4,0.04,81.9,1.08,1.05,53,11.89,0,7.82,-88.4,13.388,38.8936,-91.73772,245.5,0,12,738.9
4/27/2023,10:33:51,0,440,7.67,30.92,63.4,83.4,97.4,97.4,10.21,77.7,0.04,82,1.1,1.07,53,12.13,0,7.83,-88.4,13.087,38.8936,-91.73772,245.5,0,12,738.9
4/27/2023,10:33:52,0,440,9.01,36.32,62.9,83.1,97.8,97.8,10.29,78.1,0.04,81.7,1.39,1.36,53,12.95,0,7.83,-88.3,12.931,38.8936,-91.73772,245.5,0,12,738.9
4/27/2023,10:33:53,0,440,11.98,48.36,62.1,82.4,96.9,96.9,10.24,78.5,0.04,81,1.74,1.71,53,14,0,7.82,-88,12.737,38.8936,-91.73772,245.5,0,12,738.9
4/27/2023,10:33:54,0,440,15.16,61.19,61.4,82,95.2,95.2,10.1,78.9,0.04,80.6,1.95,1.91,52,14.48,0,7.82,-87.7,12.558,38.8936,-91.73772,245.7,0,12,738.9
4/27/2023,10:33:55,0,440,16.14,65.15,60.8,81.6,94.5,94.5,10.08,79.3,0.04,80.2,1.99,1.96,52,14.32,0,7.81,-87.5,12.316,38.8936,-91.73772,245.7,0,12,738.9
4/27/2023,10:33:56,0,440,15.08,60.87,60.2,81.1,92.3,92.3,9.9,79.8,0.04,79.8,1.87,1.84,52,13.72,0,7.81,-87.2,12.164,38.8936,-91.73772,245.8,0,12,738.9
4/27/2023,10:33:57,0,440,13.37,53.94,59.8,81.2,89.8,89.8,9.67,80.3,0.04,79.8,1.7,1.67,52,13.51,0,7.8,-86.8,11.88,38.8936,-91.73772,245.7,0,12,738.9
4/27/2023,10:33:58,0,440,11.91,48.05,59.7,81.5,84.3,84.3,9.12,81,0.04,80.1,1.7,1.67,52,13.66,0,7.8,-86.5,11.682,38.8936,-91.73772,245.7,0,12,738.9
4/27/2023,10:33:59,0,440,9.37,37.81,59.6,81.8,81.4,81.4,8.84,81.9,0.04,80.4,2.19,2.16,52,14.56,0,7.79,-85.9,11.393,38.8936,-91.73772,245.8,0,12,739
4/27/2023,10:34:00,0,440,6.73,27.11,59.5,82.5,77.1,77.1,8.47,82.8,0.04,81.1,2.57,2.54,53,15.25,0,7.77,-85.2,11.038,38.8936,-91.73772,245.9,0,12,738.9
4/27/2023,10:34:01,0,440,5.56,22.39,59.2,82.4,75.3,75.3,8.31,83.1,0.04,80.9,2.27,2.24,53,15.18,0,7.76,-84.6,10.921,38.8936,-91.73772,245.9,0,12,738.9
4/27/2023,10:34:02,0,440,5.55,22.36,58.9,82.6,74,74,8.18,70.2,0.04,81.1,2.05,2.02,53,15.34,0,7.75,-83.8,10.586,38.8936,-91.73772,245.9,0,12,739
4/27/2023,10:34:03,0,440,5.28,21.26,59,83.6,66.6,66.6,7.43,51.7,0.04,82.1,1.92,1.89,53,15.5,0,7.73,-82.6,10.238,38.8936,-91.73772,245.9,0,12,738.9
4/27/2023,10:34:04,0,440,4.01,16.15,59.6,85.3,63,63,7.08,38.2,0.04,83.8,1.6,1.57,54,15.58,0,7.71,-81.2,9.834,38.8936,-91.73772,245.9,0,12,738.9
4/27/2023,10:34:05,0,440,3.46,13.91,60.3,86.7,59.9,59.9,6.81,30,0.04,85.2,1.38,1.34,55,15.74,0,7.68,-79.9,9.718,38.8936,-91.73772,246,0,12,738.9
4/27/2023,10:34:06,0,440,3.51,14.1,60.5,86.9,58.5,58.5,6.64,22.1,0.04,85.4,1.33,1.29,55,15.82,0,7.66,-78.6,9.74,38.8936,-91.73772,246.1,0,12,738.9
4/27/2023,10:34:07,0,440,3.54,14.23,60.9,88,52.8,52.8,6,15.4,0.04,86.5,1.44,1.41,56,15.75,0,7.64,-77.5,9.535,38.8936,-91.73772,246.2,0,12,738.9
4/27/2023,10:34:08,0,440,3.31,13.3,61.3,89.2,50.1,50.1,5.74,8.6,0.04,87.7,1.45,1.42,57,15.57,0,7.62,-76.3,9.213,38.8936,-91.73772,246.2,0,12,738.9
4/27/2023,10:34:09,0,440,3.13,12.58,61.8,90.3,47.3,47.3,5.45,1.8,0.04,88.7,1.36,1.33,58,15.82,0,7.6,-75.1,9.078,38.8936,-91.73772,246.2,0,12,739
4/27/2023,10:34:10,0,440,2.98,11.98,62.3,91.4,45.8,45.8,5.29,-9.5,0.04,89.8,1.23,1.2,58,16.4,0,7.57,-73.5,8.938,38.8936,-91.73772,246.2,0,12,739
4/27/2023,10:34:11,0,440,2.81,11.28,63,92.8,44.7,44.7,5.18,-15.7,0.04,91.2,1.13,1.1,59,17.24,0,7.54,-71.6,8.8,38.8936,-91.73772,246.2,0,12,738.9
4/27/2023,10:34:12,0,440,2.54,10.21,63.4,93.8,42.4,42.4,4.94,-21,0.04,92.2,1,0.97,60,17.66,0,7.49,-69,8.639,38.8936,-91.73773,246.2,0,12,738.9
4/27/2023,10:34:13,0,440,2.07,8.31,63.9,95.2,40.5,40.5,4.72,-25.6,0.04,93.6,0.82,0.79,61,17.09,0,7.45,-66.8,8.41,38.8936,-91.73773,246.1,0,12,738.9
4/27/2023,10:34:14,0,440,1.83,7.32,64.4,96.5,38.6,38.6,4.53,-26.7,0.04,94.8,0.75,0.71,62,16.71,0,7.41,-64.7,8.146,38.8936,-91.73773,246.2,0,12,739
4/27/2023,10:34:15,0,440,1.8,7.19,65,97.9,36.4,36.4,4.3,-30.9,0.05,96.2,0.75,0.71,63,16.83,0,7.37,-62,8.014,38.8936,-91.73773,246.1,0,12,738.9
4/27/2023,10:34:16,0,440,1.79,7.18,65.6,99.1,35.3,35.3,4.18,-35,0.05,97.4,0.7,0.66,63,17.13,0,7.33,-60.1,7.904,38.8936,-91.73773,246.2,0,12,738.9
4/27/2023,10:34:17,0,440,1.75,7,66.5,100.6,33.1,33.1,3.94,-38.1,0.05,98.9,0.68,0.64,64,17.54,0,7.31,-58.6,7.865,38.8936,-91.73773,246.1,0,12,738.9
4/27/2023,10:34:18,0,440,1.72,6.87,67.2,101.8,31.8,31.8,3.78,-40.5,0.05,100,0.7,0.66,65,17.13,0,7.27,-56.8,7.808,38.8936,-91.73772,246.2,0,12,738.9
4/27/2023,10:34:19,0,440,1.76,7.04,67.9,103.1,30.7,30.7,3.65,-42.5,0.05,101.3,0.7,0.66,66,17.35,0,7.25,-55.7,7.748,38.8936,-91.73772,246.2,0,12,738.9
4/27/2023,10:34:20,0,440,1.91,7.66,68.6,104.3,29,29,3.46,-44.6,0.05,102.5,0.76,0.72,67,18.47,0,7.22,-54,7.669,38.8936,-91.73772,246.3,0,12,738.9
4/27/2023,10:34:21,0,440,1.97,7.89,68.8,104.8,27.7,27.7,3.31,-45.7,0.05,103,0.84,0.8,67,138.11,0,7.21,-53.3,7.624,38.8936,-91.73772,246.3,0,12,738.9
4/27/2023,10:34:22,0,440,1.96,7.84,69,105,27,27,3.22,-47,0.05,103.2,0.84,0.8,67,544.41,0,7.18,-51.7,7.636,38.8936,-91.73772,246.3,0,12,739
4/27/2023,10:34:23,0,440,2.49,10,69.1,105,25.8,25.8,3.08,-48.3,0.05,103.2,0.89,0.85,67,218.11,0,7.16,-50.7,7.681,38.8936,-91.73772,246.3,0,12,738.9
4/27/2023,10:34:24,0,440,2.72,10.93,69.1,105,24.8,24.8,2.96,-49.4,0.05,103.2,0.99,0.96,67,966.52,0,7.15,-49.8,7.691,38.8936,-91.73772,246.3,0,12,738.9
4/27/2023,10:34:25,0,440,2.69,10.8,69.1,105,23.6,23.6,2.81,-50.5,0.05,103.2,1.15,1.11,67,474.04,0,7.14,-49.2,7.698,38.8936,-91.73773,246.3,0,12,738.9
4/27/2023,10:34:26,0,440,2.57,10.32,69.2,105,23,23,2.74,-51.6,0.05,103.3,1.04,1,67,146.72,0,7.13,-48.6,7.711,38.8936,-91.73773,246.3,0,12,738.9
4/27/2023,10:34:27,0,440,4.32,17.39,69.3,105.2,22.1,22.1,2.64,-52.6,0.05,103.4,1.4,1.37,67,58.03,0,7.11,-47.9,7.725,38.8936,-91.73773,246.2,0,12,738.9
4/27/2023,10:34:28,0,440,9.65,38.95,69.4,105.4,21.4,21.4,2.56,-53.5,0.05,103.6,3.75,3.73,67,598.61,0,7.1,-47.2,7.724,38.8936,-91.73773,246.1,0,12,738.9
4/27/2023,10:34:29,0,440,13.55,54.67,69.5,105.5,20.7,20.7,2.47,-54.3,0.05,103.7,6.99,6.99,67,243.96,0,7.09,-46.5,7.729,38.8936,-91.73773,246,0,12,739
4/27/2023,10:34:30,0,440,13.01,52.49,69.6,105.7,19.9,19.9,2.37,-55.4,0.05,103.9,8.29,8.29,68,223.39,0,7.08,-45.8,7.737,38.8936,-91.73773,245.9,0,12,738.9
4/27/2023,10:34:31,0,440,10.93,44.1,69.7,105.8,19.4,19.4,2.31,-55.9,0.05,104.1,7.77,7.77,68,190.55,0,7.07,-45.3,7.715,38.8936,-91.73773,245.5,0,12,739
4/27/2023,10:34:32,0,440,9.33,37.65,69.8,106.1,18.7,18.7,2.24,-56.6,0.05,104.3,6.77,6.76,68,191.06,0,7.05,-44.6,7.687,38.8936,-91.73773,245.3,0,12,738.9
4/27/2023,10:34:33,0,440,8.44,34.05,70,106.4,18.1,18.1,2.16,-57.3,0.05,104.6,7.17,7.16,68,296.54,0,7.04,-44,7.669,38.89361,-91.73773,245.6,0,12,738.9
4/27/2023,10:34:34,0,440,6.16,24.84,70.1,106.7,17.4,17.4,2.08,-58,0.05,104.9,7.44,7.44,68,335.49,0,7.03,-43.2,7.664,38.89361,-91.73773,245.7,0,12,738.9
4/27/2023,10:34:35,0,440,4.41,17.75,70.3,106.9,16.6,16.6,1.98,-58.7,0.05,105.1,6.33,6.32,68,292.11,0,7.01,-42.2,7.657,38.89361,-91.73773,246,0,12,739
4/27/2023,10:34:36,0,440,4.78,19.24,70.5,107.2,16.2,16.2,1.94,-59.3,0.05,105.4,5.55,5.53,68,310.39,0,6.99,-40.9,7.656,38.89361,-91.73773,246,0,12,739
4/27/2023,10:34:37,0,440,5.57,22.43,70.5,107.2,15.6,15.6,1.86,-59.8,0.05,105.4,4.85,4.83,68,363.35,0,6.98,-40.2,7.662,38.89361,-91.73773,245.9,0,12,739
4/27/2023,10:34:38,0,440,7.01,28.25,70.5,107.2,15.1,15.1,1.8,-60.3,0.05,105.4,4.44,4.42,69,471.75,0,6.97,-39.7,7.666,38.89361,-91.73773,245.7,0,12,738.9
4/27/2023,10:34:39,0,440,8.17,32.96,70.5,107.3,14.6,14.6,1.74,-60.8,0.05,105.5,4.81,4.8,69,510.68,0,6.96,-39.5,7.664,38.89361,-91.73773,245.4,0,12,738.9
4/27/2023,10:34:40,0,440,7.54,30.4,70.6,107.3,14,14,1.67,-61.5,0.05,105.5,6.04,6.03,69,1971.02,0,6.97,-39.7,7.663,38.89361,-91.73773,245.5,0,12,739
4/27/2023,10:34:41,0,440,8.6,34.67,70.6,107.3,13.6,13.6,1.62,-61.9,0.05,105.5,7.31,7.3,69,2037.5,0,6.97,-39.9,7.668,38.89361,-91.73773,245.5,0,12,739
4/27/2023,10:34:42,0,440,10.76,43.42,70.6,107.3,13.3,13.3,1.59,-62.4,0.05,105.5,7.46,7.46,69,1270.74,0,6.97,-39.8,7.677,38.89361,-91.73773,245.6,0,12,738.9
4/27/2023,10:34:43,0,440,11.33,45.73,70.6,107.4,12.9,12.9,1.54,-62.8,0.05,105.5,6.69,6.68,69,1031.6,0,6.96,-39.4,7.684,38.8936,-91.73773,245.6,0,12,739
4/27/2023,10:34:44,0,440,11.58,46.73,70.7,107.4,12.5,12.5,1.5,-63.2,0.05,105.6,6.21,6.21,69,1124.11,0,6.95,-39,7.69,38.8936,-91.73773,245.7,0,12,738.9
4/27/2023,10:34:45,0,440,12.16,49.08,70.7,107.4,12.1,12.1,1.44,-63.5,0.05,105.6,6.12,6.11,69,1671.6,0,6.95,-38.7,7.698,38.8936,-91.73773,245.7,0,12,739
4/27/2023,10:34:46,0,440,11.82,47.7,70.7,107.4,11.9,11.9,1.42,-63.9,0.05,105.5,5.61,5.6,69,2077.9,0,6.94,-38.3,7.704,38.8936,-91.73773,245.7,0,12,738.9
4/27/2023,10:34:47,0,440,9.27,37.37,70.7,107.3,11.5,11.5,1.38,-64.1,0.05,105.5,4.48,4.47,69,1782.51,0,6.93,-37.8,7.708,38.8936,-91.73773,245.6,0,12,738.9
4/27/2023,10:34:48,0,440,7.02,28.3,70.7,107.3,11.3,11.3,1.35,-64.5,0.05,105.5,3.59,3.57,69,1403.85,0,6.93,-37.4,7.71,38.8936,-91.73773,245.6,0,12,739
4/27/2023,10:34:49,0,440,5.89,23.74,70.7,107.4,11,11,1.31,-64.8,0.05,105.6,3.43,3.41,69,988.41,0,6.92,-37,7.711,38.8936,-91.73773,245.7,0,12,739
4/27/2023,10:34:50,0,440,5.17,20.83,70.7,107.4,10.7,10.7,1.27,-65.2,0.05,105.6,3.68,3.66,69,760.45,0,6.91,-36.4,7.711,38.8936,-91.73773,245.7,0,12,738.9
4/27/2023,10:34:51,0,440,4.55,18.33,70.7,107.4,10.5,10.5,1.25,-65.5,0.05,105.6,3.97,3.95,69,632.16,0,6.9,-36.1,7.711,38.8936,-91.73773,245.7,0,12,738.9
4/27/2023,10:34:52,0,440,3.98,16.01,70.7,107.4,10.3,10.3,1.22,-65.8,0.05,105.6,4.12,4.1,69,492.93,0,6.9,-35.8,7.712,38.8936,-91.73773,245.7,0,12,739
4/27/2023,10:34:53,0,440,3.67,14.77,70.7,107.4,10,10,1.19,-66.1,0.05,105.6,4.02,4,69,395.34,0,6.89,-35.4,7.713,38.8936,-91.73773,245.8,0,12,738.9
4/27/2023,10:34:54,0,440,3.61,14.5,70.7,107.4,9.8,9.8,1.17,-66.5,0.05,105.6,3.78,3.76,69,354.11,0,6.88,-35.1,7.714,38.8936,-91.73773,245.8,0,12,739
4/27/2023,10:34:55,0,440,3.57,14.37,70.8,107.4,9.6,9.6,1.14,-66.9,0.05,105.6,3.6,3.57,69,324.74,0,6.88,-34.8,7.716,38.8936,-91.73773,245.9,0,12,738.9
4/27/2023,10:34:56,0,440,3.52,14.17,70.8,107.4,9.4,9.4,1.13,-67.2,0.05,105.6,3.47,3.45,69,315.22,0,6.87,-34.5,7.716,38.89359,-91.73773,245.9,0,12,739
4/27/2023,10:34:57,0,440,3.51,14.13,70.8,107.4,9.2,9.2,1.1,-67.6,0.05,105.6,3.44,3.42,69,314.99,0,6.87,-34.2,7.717,38.89359,-91.73773,245.9,0,12,739
4/27/2023,10:34:58,0,440,3.53,14.21,70.8,107.4,9.1,9.1,1.08,-67.9,0.05,105.6,3.46,3.43,69,316.78,0,6.86,-34,7.719,38.89359,-91.73773,246,0,12,739
4/27/2023,10:34:59,0,440,3.5,14.06,70.8,107.4,8.9,8.9,1.07,-68.2,0.05,105.6,3.5,3.47,69,320.23,0,6.86,-33.7,7.72,38.89359,-91.73773,245.9,0,12,738.9
4/27/2023,10:35:00,0,440,3.48,13.97,70.8,107.5,8.8,8.8,1.04,-68.6,0.05,105.7,3.51,3.48,69,321.88,0,6.85,-33.5,7.721,38.89359,-91.73773,245.9,0,12,739
4/27/2023,10:35:01,0,440,3.48,14,70.8,107.5,8.6,8.6,1.03,-69,0.05,105.7,3.48,3.46,69,321.42,0,6.85,-33.4,7.722,38.89359,-91.73773,245.8,0,12,738.9
4/27/2023,10:35:02,0,440,3.47,13.94,70.8,107.5,8.5,8.5,1.01,-70.1,0.05,105.7,3.5,3.48,69,321.11,0,6.86,-33.9,7.721,38.89359,-91.73773,245.8,0,12,739.1
4/27/2023,10:35:03,0,440,3.46,13.92,70.8,107.6,8.4,8.4,1,-71.3,0.05,105.7,3.55,3.53,69,321.62,0,6.88,-34.7,7.719,38.89359,-91.73773,245.6,0,12,738.9
4/27/2023,10:35:04,0,440,3.45,13.88,70.9,107.6,8.3,8.3,0.98,-71.7,0.05,105.8,3.48,3.46,69,323.63,0,6.87,-34.6,7.72,38.8936,-91.73773,245.6,0,12,738.9
4/27/2023,10:35:05,0,440,3.46,13.91,70.9,107.6,8.1,8.1,0.97,-71.9,0.05,105.8,3.41,3.39,69,325.69,0,6.87,-34.4,7.723,38.8936,-91.73773,245.6,0,12,738.9
4/27/2023,10:35:06,0,440,3.47,13.94,70.9,107.6,8,8,0.96,-72.1,0.05,105.8,3.39,3.37,69,327.32,0,6.87,-34.1,7.725,38.8936,-91.73773,245.6,0,12,739
4/27/2023,10:35:07,0,440,3.46,13.93,70.9,107.6,7.9,7.9,0.94,-72.2,0.05,105.8,3.4,3.38,69,328.53,0,6.86,-33.8,7.726,38.8936,-91.73773,245.6,0,12,739
4/27/2023,10:35:08,0,440,3.46,13.91,70.9,107.6,7.8,7.8,0.93,-72.4,0.05,105.8,3.45,3.42,69,333.2,0,6.85,-33.5,7.725,38.8936,-91.73773,245.8,0,12,738.9
4/27/2023,10:35:09,0,440,3.46,13.9,70.9,107.6,7.7,7.7,0.92,-72.6,0.05,105.8,3.47,3.45,69,337.47,0,6.85,-33.2,7.724,38.8936,-91.73773,245.8,0,12,739
4/27/2023,10:35:10,0,440,3.44,13.81,70.9,107.6,7.6,7.6,0.9,-72.9,0.05,105.8,3.49,3.47,69,338.95,0,6.85,-33.1,7.723,38.8936,-91.73773,246,0,12,738.9
4/27/2023,10:35:11,0,440,3.43,13.78,70.9,107.6,7.5,7.5,0.9,-73.1,0.05,105.8,3.49,3.47,69,336.65,0,6.85,-33,7.723,38.8936,-91.73773,246,0,12,738.9
4/27/2023,10:35:12,0,440,3.5,14.08,70.9,107.6,7.4,7.4,0.88,-73.5,0.05,105.8,3.42,3.4,69,324.51,0,6.84,-32.9,7.717,38.8936,-91.73773,246.1,0,12,738.9
4/27/2023,10:35:13,0,440,3.52,14.14,70.9,107.7,7.3,7.3,0.87,-73.8,0.05,105.8,3.36,3.34,69,341.33,0,6.84,-32.7,7.708,38.8936,-91.73773,246.2,0,12,738.9
4/27/2023,10:35:14,0,440,3.52,14.17,70.9,107.7,7.2,7.2,0.86,-73.8,0.05,105.9,3.35,3.32,69,317.14,0,6.84,-32.4,7.707,38.8936,-91.73773,246.2,0,12,738.9
4/27/2023,10:35:15,0,440,3.74,15.03,70.9,107.7,7.2,7.2,0.85,-73.3,0.05,105.9,3.53,3.51,69,440.4,0,6.82,-31.7,7.698,38.8936,-91.73773,246.3,0,12,739.1
4/27/2023,10:35:16,0,440,3.76,15.13,70.9,107.7,7.1,7.1,0.85,-72.9,0.05,105.9,3.92,3.9,69,251.42,0,6.82,-31.4,7.692,38.8936,-91.73773,246.4,0,12,739
4/27/2023,10:35:17,0,440,3.73,14.99,70.9,107.8,7,7,0.84,-71.9,0.05,106,5.97,5.96,69,381.22,0,6.8,-30.2,7.671,38.8936,-91.73773,246.3,0,12,739
4/27/2023,10:35:18,0,440,3.71,14.93,71,108,6.9,6.9,0.83,-72,0.05,106.2,7.84,7.84,69,270.49,0,6.78,-29.6,7.647,38.8936,-91.73773,246.2,0,12,738.9
4/27/2023,10:35:19,0,440,3.59,14.42,71,108.1,6.8,6.8,0.82,-73.3,0.05,106.2,7.78,7.78,69,339.21,0,6.78,-29.3,7.633,38.8936,-91.73773,246.4,0,12,738.9
